Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2022/01/01 00:00:00;2022/01/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.4930833333;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/02 00:00:00;2022/01/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.2830416667;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/03 00:00:00;2022/01/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.3061666667;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/04 00:00:00;2022/01/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.4215416667;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/05 00:00:00;2022/01/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.4700833333;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/06 00:00:00;2022/01/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;0.6042083333;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/07 00:00:00;2022/01/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.3414166667;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/08 00:00:00;2022/01/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.3795833333;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/09 00:00:00;2022/01/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.481875;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/10 00:00:00;2022/01/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.4925;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/11 00:00:00;2022/01/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.45825;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/12 00:00:00;2022/01/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;0.6008333333;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/13 00:00:00;2022/01/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;0.550125;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/14 00:00:00;2022/01/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;0.8937083333;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/15 00:00:00;2022/01/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;1.1265;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/16 00:00:00;2022/01/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;0.568;mg-m3;100.0;100;100.0;R;1;48.925278;2.356667
2022/01/17 00:00:00;2022/01/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;1.0;0.6150769231;mg-m3;54.0;100;54.0;N;-1;48.925278;2.356667
2022/01/18 00:00:00;2022/01/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.925278;2.356667
2022/04/06 00:00:00;2022/04/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1954;mg-m3;42.0;100;42.0;N;-1;48.86212;2.344616
2022/04/07 00:00:00;2022/04/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1806666667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/08 00:00:00;2022/04/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2264166667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/09 00:00:00;2022/04/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.23975;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/10 00:00:00;2022/04/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.313;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/11 00:00:00;2022/04/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.21975;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/12 00:00:00;2022/04/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2079583333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/13 00:00:00;2022/04/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.25975;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/14 00:00:00;2022/04/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.3201666667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/15 00:00:00;2022/04/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2404583333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/16 00:00:00;2022/04/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.212;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/17 00:00:00;2022/04/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.19375;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/18 00:00:00;2022/04/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1975416667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/19 00:00:00;2022/04/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1984166667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/20 00:00:00;2022/04/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.233875;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/21 00:00:00;2022/04/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.22825;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/22 00:00:00;2022/04/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2256666667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/23 00:00:00;2022/04/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2335;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/24 00:00:00;2022/04/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2402916667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/25 00:00:00;2022/04/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2114583333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/26 00:00:00;2022/04/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.2158333333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/04/27 00:00:00;2022/04/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.190125;mg-m3;33.0;100;33.0;N;-1;48.86212;2.344616
2022/04/28 00:00:00;2022/04/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/04/29 00:00:00;2022/04/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/04/30 00:00:00;2022/04/30 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/01 00:00:00;2022/05/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/02 00:00:00;2022/05/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/03 00:00:00;2022/05/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/04 00:00:00;2022/05/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/05 00:00:00;2022/05/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/06 00:00:00;2022/05/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/07 00:00:00;2022/05/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/08 00:00:00;2022/05/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/09 00:00:00;2022/05/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/10 00:00:00;2022/05/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.0;mg-m3;0.0;100;0.0;N;-1;48.86212;2.344616
2022/05/11 00:00:00;2022/05/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.157;mg-m3;46.0;100;46.0;N;-1;48.86212;2.344616
2022/05/12 00:00:00;2022/05/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.16225;mg-m3;100.0;100;100.0;R;1;48.86212;2.344616
2022/05/13 00:00:00;2022/05/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1673333333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/14 00:00:00;2022/05/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.18175;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/15 00:00:00;2022/05/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1817916667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/16 00:00:00;2022/05/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1884166667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/17 00:00:00;2022/05/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.3779166667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/18 00:00:00;2022/05/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.17575;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/19 00:00:00;2022/05/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.188875;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/20 00:00:00;2022/05/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.202375;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/21 00:00:00;2022/05/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1707083333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/22 00:00:00;2022/05/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1757083333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/23 00:00:00;2022/05/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.177625;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/24 00:00:00;2022/05/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1591666667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/25 00:00:00;2022/05/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.3069583333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/26 00:00:00;2022/05/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.141625;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/27 00:00:00;2022/05/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1434583333;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
2022/05/28 00:00:00;2022/05/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. journalière;0.0;0.1576666667;mg-m3;100.0;100;100.0;A;1;48.86212;2.344616
